,Song ID,Filename,Genre,Writer,Song Duration,Text,Tokens,Lemmas,POS,Proper_Nouns,Named_Entities,NE_Words
0,1,Yellow Submarine,Psychedelic rock, Paul McCartney,2:39:00,"In the town where I was born Lived a man who sailed to sea And he told us of his life In the land of submarines So we sailed up to the sun 'Til we found the sea of green And we lived beneath the waves In our yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine And our friends are all aboard Many more of them live next door And the band begins to play We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine Full speed ahead, Mr. Boatswain, full speed ahead! Full speed it is, Sergeant! Cut the cable, drop the cable! Aye-aye, sir, aye-aye! Captain, Captain! As we live a life of ease (a life of ease) Everyone of us (everyone of us) has all we need (has all we need) Sky of blue (sky of blue) and sea of green (sea of green) In our yellow (in our yellow) submarine (submarine, ah-ha) We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine We all live in a yellow submarine Yellow submarine, yellow submarine","['In', 'the', 'town', 'where', 'I', 'was', 'born', 'Lived', 'a', 'man', 'who', 'sailed', 'to', 'sea', 'And', 'he', 'told', 'us', 'of', 'his', 'life', 'In', 'the', 'land', 'of', 'submarines', 'So', 'we', 'sailed', 'up', 'to', 'the', 'sun', ""'"", 'Til', 'we', 'found', 'the', 'sea', 'of', 'green', 'And', 'we', 'lived', 'beneath', 'the', 'waves', 'In', 'our', 'yellow', 'submarine', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'And', 'our', 'friends', 'are', 'all', 'aboard', 'Many', 'more', 'of', 'them', 'live', 'next', 'door', 'And', 'the', 'band', 'begins', 'to', 'play', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'Full', 'speed', 'ahead', ',', 'Mr.', 'Boatswain', ',', 'full', 'speed', 'ahead', '!', 'Full', 'speed', 'it', 'is', ',', 'Sergeant', '!', 'Cut', 'the', 'cable', ',', 'drop', 'the', 'cable', '!', 'Aye', '-', 'aye', ',', 'sir', ',', 'aye', '-', 'aye', '!', 'Captain', ',', 'Captain', '!', 'As', 'we', 'live', 'a', 'life', 'of', 'ease', '(', 'a', 'life', 'of', 'ease', ')', 'Everyone', 'of', 'us', '(', 'everyone', 'of', 'us', ')', 'has', 'all', 'we', 'need', '(', 'has', 'all', 'we', 'need', ')', 'Sky', 'of', 'blue', '(', 'sky', 'of', 'blue', ')', 'and', 'sea', 'of', 'green', '(', 'sea', 'of', 'green', ')', 'In', 'our', 'yellow', '(', 'in', 'our', 'yellow', ')', 'submarine', '(', 'submarine', ',', 'ah', '-', 'ha', ')', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine', 'We', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'Yellow', 'submarine', ',', 'yellow', 'submarine']","['in', 'the', 'town', 'where', 'I', 'be', 'bear', 'live', 'a', 'man', 'who', 'sail', 'to', 'sea', 'and', 'he', 'tell', 'we', 'of', 'his', 'life', 'in', 'the', 'land', 'of', 'submarine', 'so', 'we', 'sail', 'up', 'to', 'the', 'sun', ""'"", 'Til', 'we', 'find', 'the', 'sea', 'of', 'green', 'and', 'we', 'live', 'beneath', 'the', 'wave', 'in', 'our', 'yellow', 'submarine', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'and', 'our', 'friend', 'be', 'all', 'aboard', 'many', 'more', 'of', 'they', 'live', 'next', 'door', 'and', 'the', 'band', 'begin', 'to', 'play', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'full', 'speed', 'ahead', ',', 'Mr.', 'Boatswain', ',', 'full', 'speed', 'ahead', '!', 'full', 'speed', 'it', 'be', ',', 'Sergeant', '!', 'cut', 'the', 'cable', ',', 'drop', 'the', 'cable', '!', 'aye', '-', 'aye', ',', 'sir', ',', 'aye', '-', 'aye', '!', 'Captain', ',', 'Captain', '!', 'as', 'we', 'live', 'a', 'life', 'of', 'ease', '(', 'a', 'life', 'of', 'ease', ')', 'everyone', 'of', 'we', '(', 'everyone', 'of', 'we', ')', 'have', 'all', 'we', 'need', '(', 'have', 'all', 'we', 'need', ')', 'sky', 'of', 'blue', '(', 'sky', 'of', 'blue', ')', 'and', 'sea', 'of', 'green', '(', 'sea', 'of', 'green', ')', 'in', 'our', 'yellow', '(', 'in', 'our', 'yellow', ')', 'submarine', '(', 'submarine', ',', 'ah', '-', 'ha', ')', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine', 'we', 'all', 'live', 'in', 'a', 'yellow', 'submarine', 'yellow', 'submarine', ',', 'yellow', 'submarine']","[('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADV', 'WRB'), ('PRON', 'PRP'), ('AUX', 'VBD'), ('VERB', 'VBN'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'WP'), ('VERB', 'VBD'), ('ADP', 'IN'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('PRON', 'PRP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('ADV', 'RB'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADP', 'RP'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PUNCT', ""''""), ('PROPN', 'NNP'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('VERB', 'VBD'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NNS'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('PRON', 'PRP$'), ('NOUN', 'NNS'), ('VERB', 'VBP'), ('DET', 'DT'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('ADJ', 'JJR'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('CCONJ', 'CC'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PART', 'TO'), ('VERB', 'VB'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PUNCT', ','), ('PROPN', 'NNP'), ('PROPN', 'NNP'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('ADV', 'RB'), ('PUNCT', '.'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('PUNCT', ','), ('PROPN', 'NNP'), ('PUNCT', '.'), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('PUNCT', ','), ('VERB', 'VB'), ('DET', 'DT'), ('NOUN', 'NN'), ('PUNCT', '.'), ('NOUN', 'NN'), ('PUNCT', 'HYPH'), ('PROPN', 'NNP'), ('PUNCT', ','), ('NOUN', 'NN'), ('PUNCT', ','), ('PROPN', 'NNP'), ('PUNCT', 'HYPH'), ('PROPN', 'NNP'), ('PUNCT', '.'), ('PROPN', 'NNP'), ('PUNCT', ','), ('PROPN', 'NNP'), ('PUNCT', '.'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PUNCT', '-LRB-'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('PUNCT', '-RRB-'), ('PRON', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PUNCT', '-LRB-'), ('PRON', 'NN'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PUNCT', '-RRB-'), ('VERB', 'VBZ'), ('DET', 'DT'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PUNCT', '-LRB-'), ('VERB', 'VBZ'), ('DET', 'DT'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PUNCT', '-RRB-'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('PUNCT', '-LRB-'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('PUNCT', '-RRB-'), ('CCONJ', 'CC'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('PUNCT', '-LRB-'), ('NOUN', 'NN'), ('ADP', 'IN'), ('ADJ', 'JJ'), ('PUNCT', '-RRB-'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('PUNCT', '-LRB-'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('ADJ', 'JJ'), ('PUNCT', '-RRB-'), ('NOUN', 'NN'), ('PUNCT', '-LRB-'), ('NOUN', 'NN'), ('PUNCT', ','), ('INTJ', 'UH'), ('INTJ', 'UH'), ('INTJ', 'UH'), ('PUNCT', '-RRB-'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('DET', 'DT'), ('VERB', 'VBP'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('NOUN', 'NN'), ('PUNCT', ','), ('ADJ', 'JJ'), ('NOUN', 'NN')]","['Til', 'Mr.', 'Boatswain', 'Sergeant', 'aye', 'aye', 'aye', 'Captain', 'Captain']","['PRODUCT', 'PRODUCT', 'PRODUCT', 'PRODUCT', 'PERSON', 'PRODUCT', 'PRODUCT', 'PRODUCT', 'PRODUCT']","[Yellow, Yellow, Yellow, Yellow, Boatswain, Yellow, Yellow, Yellow, Yellow]"
1,2,Hey Bulldog,Hard rock; Psychedelic rock,John Lennon,3:12:00,"Sheepdog standing in the rain Bullfrog doing it again Some kind of happiness is Measured out in miles What makes you think you're Something special when you smile? Childlike no one understands Jackknife in your sweaty hands Some kind of innocence is Measured out in years You don't know what it's like To listen to you fears You can talk to me You can talk to me You can talk to me If you're lonely, you can talk to me Big man walking in the park Wigwam frightened of the dark Some kind of solitude is Measured out in you You think you know me but you haven't got a clue You can talk to me You can talk to me You can talk to me If you're lonely, you can talk to me Hey Bulldog Hey Bulldog Hey Bulldog Hey Bulldog","['Sheepdog', 'standing', 'in', 'the', 'rain', 'Bullfrog', 'doing', 'it', 'again', 'Some', 'kind', 'of', 'happiness', 'is', 'Measured', 'out', 'in', 'miles', 'What', 'makes', 'you', 'think', 'you', ""'re"", 'Something', 'special', 'when', 'you', 'smile', '?', 'Childlike', 'no', 'one', 'understands', 'Jackknife', 'in', 'your', 'sweaty', 'hands', 'Some', 'kind', 'of', 'innocence', 'is', 'Measured', 'out', 'in', 'years', 'You', 'do', ""n't"", 'know', 'what', 'it', ""'s"", 'like', 'To', 'listen', 'to', 'you', 'fears', 'You', 'can', 'talk', 'to', 'me', 'You', 'can', 'talk', 'to', 'me', 'You', 'can', 'talk', 'to', 'me', 'If', 'you', ""'re"", 'lonely', ',', 'you', 'can', 'talk', 'to', 'me', 'Big', 'man', 'walking', 'in', 'the', 'park', 'Wigwam', 'frightened', 'of', 'the', 'dark', 'Some', 'kind', 'of', 'solitude', 'is', 'Measured', 'out', 'in', 'you', 'You', 'think', 'you', 'know', 'me', 'but', 'you', 'have', ""n't"", 'got', 'a', 'clue', 'You', 'can', 'talk', 'to', 'me', 'You', 'can', 'talk', 'to', 'me', 'You', 'can', 'talk', 'to', 'me', 'If', 'you', ""'re"", 'lonely', ',', 'you', 'can', 'talk', 'to', 'me', 'Hey', 'Bulldog', 'Hey', 'Bulldog', 'Hey', 'Bulldog', 'Hey', 'Bulldog']","['sheepdog', 'stand', 'in', 'the', 'rain', 'Bullfrog', 'do', 'it', 'again', 'some', 'kind', 'of', 'happiness', 'be', 'measure', 'out', 'in', 'mile', 'what', 'make', 'you', 'think', 'you', 'be', 'something', 'special', 'when', 'you', 'smile', '?', 'childlike', 'no', 'one', 'understand', 'Jackknife', 'in', 'your', 'sweaty', 'hand', 'some', 'kind', 'of', 'innocence', 'be', 'measure', 'out', 'in', 'year', 'you', 'do', ""n't"", 'know', 'what', 'it', 'be', 'like', 'to', 'listen', 'to', 'you', 'fear', 'you', 'can', 'talk', 'to', 'I', 'you', 'can', 'talk', 'to', 'I', 'you', 'can', 'talk', 'to', 'I', 'if', 'you', 'be', 'lonely', ',', 'you', 'can', 'talk', 'to', 'I', 'big', 'man', 'walk', 'in', 'the', 'park', 'Wigwam', 'frighten', 'of', 'the', 'dark', 'some', 'kind', 'of', 'solitude', 'be', 'measure', 'out', 'in', 'you', 'you', 'think', 'you', 'know', 'I', 'but', 'you', 'have', ""n't"", 'get', 'a', 'clue', 'you', 'can', 'talk', 'to', 'I', 'you', 'can', 'talk', 'to', 'I', 'you', 'can', 'talk', 'to', 'I', 'if', 'you', 'be', 'lonely', ',', 'you', 'can', 'talk', 'to', 'I', 'hey', 'Bulldog', 'hey', 'Bulldog', 'hey', 'Bulldog', 'hey', 'Bulldog']","[('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PROPN', 'NNP'), ('VERB', 'VBG'), ('PRON', 'PRP'), ('ADV', 'RB'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'RP'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'WP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('VERB', 'VB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'NN'), ('ADJ', 'JJ'), ('ADV', 'WRB'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PUNCT', '.'), ('INTJ', 'UH'), ('DET', 'DT'), ('NOUN', 'NN'), ('VERB', 'VBZ'), ('PROPN', 'NNP'), ('ADP', 'IN'), ('PRON', 'PRP$'), ('NOUN', 'NN'), ('NOUN', 'NNS'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'RP'), ('ADP', 'IN'), ('NOUN', 'NNS'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VB'), ('PRON', 'WP'), ('PRON', 'PRP'), ('AUX', 'VBZ'), ('ADP', 'IN'), ('PART', 'TO'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBZ'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('PUNCT', ','), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('ADJ', 'JJ'), ('NOUN', 'NN'), ('VERB', 'VBG'), ('ADP', 'IN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PROPN', 'NNP'), ('VERB', 'VBD'), ('ADP', 'IN'), ('DET', 'DT'), ('ADJ', 'JJ'), ('DET', 'DT'), ('NOUN', 'NN'), ('ADP', 'IN'), ('NOUN', 'NN'), ('AUX', 'VBZ'), ('VERB', 'VBN'), ('ADP', 'RP'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('PRON', 'PRP'), ('CCONJ', 'CC'), ('PRON', 'PRP'), ('AUX', 'VBP'), ('PART', 'RB'), ('VERB', 'VBN'), ('DET', 'DT'), ('NOUN', 'NN'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('SCONJ', 'IN'), ('PRON', 'PRP'), ('VERB', 'VBP'), ('ADJ', 'JJ'), ('PUNCT', ','), ('PRON', 'PRP'), ('AUX', 'MD'), ('VERB', 'VB'), ('ADP', 'IN'), ('PRON', 'PRP'), ('INTJ', 'UH'), ('PROPN', 'NNP'), ('INTJ', 'UH'), ('PROPN', 'NNP'), ('INTJ', 'UH'), ('PROPN', 'NNP'), ('INTJ', 'UH'), ('PROPN', 'NNP')]","['Bullfrog', 'Jackknife', 'Wigwam', 'Bulldog', 'Bulldog', 'Bulldog', 'Bulldog']","['PERSON', 'DATE']","[Jackknife, years]"
